"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1021","checkExcelTest()","","Fri May 08 12:29:54 UTC 2026","passed","Fri May 08 12:29:55 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkExcelTest"
"","10818","Тест на голом Селениде","","Fri May 08 12:29:31 UTC 2026","passed","Fri May 08 12:29:42 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","11780","Тест c Лямбда-нотацией","","Fri May 08 12:29:19 UTC 2026","passed","Fri May 08 12:29:31 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"Запрос к '/stat' возвращает 404 с текстом '404 page not found'","1035","Несуществующий эндпоинт → 404","","Fri May 08 12:27:50 UTC 2026","passed","Fri May 08 12:27:52 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","wrongPageTest"
"","382","checkPdfTest()","","Fri May 08 12:29:55 UTC 2026","passed","Fri May 08 12:29:56 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"Попытка аутентификации с пустым паролем должна возвращать 401","1148","Пустой пароль → 401","","Fri May 08 12:27:58 UTC 2026","passed","Fri May 08 12:27:59 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","emptyPasswordTest"
"","8","zipFileTest()","","Fri May 08 12:29:56 UTC 2026","passed","Fri May 08 12:29:56 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
"","4438","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""1"", ""2""","","Fri May 08 12:28:40 UTC 2026","passed","Fri May 08 12:28:44 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"Убеждаемся, что Selenoid готов принимать команды (value.ready == true)","1190","Проверка флага 'ready' = true","","Fri May 08 12:27:53 UTC 2026","passed","Fri May 08 12:27:54 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","messageContainReadyTrueTest"
"Извлекаем поле message из ответа /wd/hub/status, проверяем формат 'Selenoid X.Y.Z built at ...' и убеждаемся, что дата сборки не позднее текущего момента.","3215","Проверка сообщения статуса: версия Selenoid и дата сборки не в будущем","","Fri May 08 12:27:47 UTC 2026","passed","Fri May 08 12:27:50 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","messageContainSelenoidVersionAndBuildDateTest"
