"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11011","Тест на голом Селениде","","Fri Apr 10 12:53:06 UTC 2026","passed","Fri Apr 10 12:53:17 UTC 2026","","com.github.tests.PureSelenideTest","com.github.tests.PureSelenideTest","testWithPureSelenide"
"","12483","Тест c Лямбда-нотацией","","Fri Apr 10 12:52:53 UTC 2026","passed","Fri Apr 10 12:53:06 UTC 2026","","com.github.tests.LambdaNotationTest","com.github.tests.LambdaNotationTest","testWithPureSelenide"
"Запрос без заголовка Authorization должен возвращать 401","1242","Отсутствие авторизации → 401","","Fri Apr 10 12:51:25 UTC 2026","passed","Fri Apr 10 12:51:26 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","noAuthorisationTest"
"","3917","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""John"", ""Doe""","","Fri Apr 10 12:52:24 UTC 2026","passed","Fri Apr 10 12:52:28 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","3623","positiveFillAllFieldsTest()","","Fri Apr 10 12:52:45 UTC 2026","passed","Fri Apr 10 12:52:49 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","positiveFillAllFieldsTest"
"","4437","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""Matti"", ""Meikäläinen""","","Fri Apr 10 12:52:41 UTC 2026","passed","Fri Apr 10 12:52:45 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","8452","Проверка максимального набора данных Проверка регистрации с полом: ""Female""","","Fri Apr 10 12:51:44 UTC 2026","passed","Fri Apr 10 12:51:52 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","4513","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""山田"", ""太郎""","","Fri Apr 10 12:52:36 UTC 2026","passed","Fri Apr 10 12:52:41 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","22","checkCsvTest()","","Fri Apr 10 12:53:30 UTC 2026","passed","Fri Apr 10 12:53:30 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkCsvTest"
"","10689","Проверка максимального набора данных Проверка регистрации с полом: ""Other""","","Fri Apr 10 12:51:52 UTC 2026","passed","Fri Apr 10 12:52:03 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveFullDataAllGenderTest"
"","4462","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""A"", ""B""","","Fri Apr 10 12:52:10 UTC 2026","passed","Fri Apr 10 12:52:14 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"Убеждаемся, что запрос к /wd/hub/status выполняется быстрее 2 секунд","1264","Проверка времени ответа","","Fri Apr 10 12:51:22 UTC 2026","passed","Fri Apr 10 12:51:24 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","responseTimeTest"
"","1237","testParsingJson()","","Fri Apr 10 12:53:28 UTC 2026","passed","Fri Apr 10 12:53:29 UTC 2026","","files.tests.JsonFileTest","files.tests.JsonFileTest","testParsingJson"
"","3459","Негативная проверка - не верный формат Email","","Fri Apr 10 12:52:03 UTC 2026","passed","Fri Apr 10 12:52:06 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","negativeWrongEmailFormatTest"
"Запрос к '/stat' возвращает 404 с текстом '404 page not found'","1030","Несуществующий эндпоинт → 404","","Fri Apr 10 12:51:21 UTC 2026","passed","Fri Apr 10 12:51:22 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","wrongPageTest"
"Убеждаемся, что Selenoid готов принимать команды (value.ready == true)","1236","Проверка флага 'ready' = true","","Fri Apr 10 12:51:24 UTC 2026","passed","Fri Apr 10 12:51:25 UTC 2026","","cloud.autotests.selenoid.ApiTest","cloud.autotests.selenoid.ApiTest","messageContainReadyTrueTest"
"","4494","positiveMinimumDataAllLanguageTest(String, String) Проверка регистрации с разными языками: ""王"", ""小明""","","Fri Apr 10 12:52:32 UTC 2026","passed","Fri Apr 10 12:52:36 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataAllLanguageTest"
"","4166","negativeWrongEmail()","","Fri Apr 10 12:52:49 UTC 2026","passed","Fri Apr 10 12:52:53 UTC 2026","","com.demoqa.tests.TextBoxTest","com.demoqa.tests.TextBoxTest","negativeWrongEmail"
"","4768","positiveMinimumDataDifferentNamesLengthTest(String, String) Проверка регистрации с разными данными: ""Qazxswedcvfrtgbnhyujmikolpqazxswedcvfrtgbnhyujmikolp"", ""Plokimjuyhnbgtrfvcdewsxzaqplokimjuyhnbgtrfvcdewsxzaq""","","Fri Apr 10 12:52:19 UTC 2026","passed","Fri Apr 10 12:52:24 UTC 2026","","Проверка большой формы регистрации","com.demoqa.tests.BigFormTest","positiveMinimumDataDifferentNamesLengthTest"
"","381","checkPdfTest()","","Fri Apr 10 12:53:30 UTC 2026","passed","Fri Apr 10 12:53:30 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","checkPdfTest"
"","7","zipFileTest()","","Fri Apr 10 12:53:30 UTC 2026","passed","Fri Apr 10 12:53:30 UTC 2026","","files.tests.ZipFileTest","files.tests.ZipFileTest","zipFileTest"
